,Question,Answer,keywords,count
64,Q[쿠팡 와우카드] 쿠팡 와우카드는 어떻게 발급받나요?,"쿠팡 와우카드 발급은 쿠팡 모바일 앱에서 노출되는 배너를 통해 신청할 수 있습니다. (PC와 모바일 웹사이트에서는 신청 불가)
 쿠팡 와우카드 신청 경로 (모바일 앱에서만 가능)
• 쿠팡 모바일 앱 : 마이쿠팡 → 결제수단∙쿠페이 → [와우카드] 신청 배너 선택
• 쿠팡 모바일 앱 : 마이쿠팡 → 쿠팡캐시∙기프트카드∙제휴포인트 → [와우카드] 신청 배너 선택
 이외에도 신청 배너는 쿠팡 모바일 내 여러 위치에 노출될 수 있으며 배너의 노출 위치는 고객마다 다를 수 있습니다. (노출 위치 : 마이쿠팡 / 상품 검색 페이지 / 상품 페이지 / 주문(구매) 완료 페이지) 
 쿠팡 와우카드 전담센터(쿠팡페이 고객센터) : ☎1670-9892 (365일 24시간 운영)",ORDER,0
65,Q[쿠팡 와우카드] 쿠팡 와우카드 발급 조건은 무엇인가요?,"쿠팡 와우카드를 발급받기 위해서는 와우 멤버십 회원이어야 합니다.
 와우 멤버십 가입은 쿠팡 모바일 앱과 PC 웹사이트에서 모두 가능합니다.
 와우 멤버십 가입하기
마이쿠팡 → MY쇼핑 → 와우멤버십 → 가입하기
 쿠팡 와우카드 전담센터(쿠팡페이 고객센터) : ☎1670-9892 (365일 24시간 운영)",ORDER,0
66,Q[쿠팡 와우카드] 쿠팡 와우카드 신청 후 실물 카드는 언제 받을 수 있나요?,"쿠팡 와우카드는 신청(심사) 완료 후 평일 기준 7일 이내 발송됩니다. 
 단 카드사 사정에 따라 발송 일정 다를 수 있으며 배송 관련 문의는 KB국민카드 와우카드 전용 상담센터로 연락하여 확인해 주세요.
 KB국민카드 와우카드 전용 상담센터 : ☎1644-6676 
일반 문의(카드 배송/해지 및 대금 청구/이용 한도 등 금융서비스 상담 등)
 쿠팡 와우카드 전담센터(쿠팡페이 고객센터) : ☎1670-9892 (365일 24시간 운영)",ORDER,0
67,Q[쿠팡 와우카드] 쿠팡 계정이 여러 개인 경우 모든 계정에 쿠팡 와우카드를 등록하여 사용할 수 있나요?,"비즈 계정을 포함한 쿠팡 계정이 여러 개라도 모두 쿠팡 와우카드를 쿠페이에 등록하여 결제수단으로 사용할 수 있습니다. 단 쿠팡 와우카드 결제로 인한 쿠팡캐시 적립은 쿠팡 와우카드를 처음 등록한 계정에만 적립됩니다.
 쿠팡 와우카드 전담센터(쿠팡페이 고객센터) : ☎1670-9892 (365일 24시간 운영)",ORDER,0
68,Q[쿠팡 와우카드] 와우카드 신청 중 신분증 인증이 실패라고 나와요.,"쿠팡에서 처음 실명인증 후 개인정보를 변경하셨다면(개명 주민등록번호 변경 통신사 변경 등) 본인인증을 다시 진행하여 회원정보를 수정해 주세요. 이후 다시 와우카드를 신청해 주시기 바랍니다
 회원정보 수정하기 (본인인증 다시 하기)
마이쿠팡 → MY정보 → 개인정보확인/수정 → 비밀번호 입력
이후 [개명하셨다면? 이름변경]을 선택한 후 본인명의 휴대폰으로 인증합니다.
 위 사항을 진행한 후에도 계속 신분증 인증에 실패할 경우 쿠팡 와우카드 전담센터로 연락해 주시면 실명인증 초기화 진행이 가능합니다. 
 쿠팡 와우카드 전담센터(쿠팡페이 고객센터) : ☎1670-9892 (365일 24시간 운영)",ORDER,0
69,Q[쿠팡 와우카드] 쿠팡 와우카드는 신청하고 바로 사용할 수 있나요?,"네 쿠팡 와우카드는 신청 후 바로 사용이 가능합니다. 신청/발급 단계에서 '지금 바로 사용하기' 옵션을 선택하여 계좌 1원 인증을 진행하면 쿠페이 결제수단으로 자동 등록되어 바로 사용할 수 있습니다.
 또한 ‘카드 배송 후 사용하기’ 옵션을 선택하더라도 카드를 바로 사용할 수 있도록 계좌 1원 인증을 할 수 있는 링크가 안내 앱 푸시로 발송됩니다. 이를 통해 인증 후 쿠페이 결제수단으로 등록하고 바로 사용이 가능합니다.
 단 일부 고객은 실물 카드를 본인이 수령한 후에 쿠페이 결제수단으로 자동 등록이 가능하며 자동 등록이 되지 않는 사유는 KB국민카드를 통해 확인이 가능합니다.
 모바일 알림(앱 푸시) 설정여부 확인하기 (모바일에서만 가능)
쿠팡 모바일 앱 : 마이쿠팡 → '내이름' 선택 → 푸시설정
※ 푸시 알림을 받으려면 고객님의 모바일 기기에서도 알림을 허용해 주세요.
 쿠팡 와우카드 전담센터(쿠팡페이 고객센터) : ☎1670-9892 (365일 24시간 운영)",ORDER,0
70,Q[결제수단] 법인카드로 결제할 수 있나요?,"네 법인카드는 개인 명의 또는 법인 명의에 따라 아래와 같이 결제할 수 있습니다.
 개인 명의 법인카드 (고객 본인 명의 기명식) 
일반 결제는 물론 쿠팡의 간편 결제 서비스인 [쿠페이]에 등록해서도 결제할 수 있습니다.
 법인 명의 법인카드 
PC 웹사이트에서 [사업자 범용 공인인증서]로 인증한 후에 결제할 수 있습니다. 단 쿠페이 등록 및 앱 카드 결제는 불가합니다.
 ※ 법인카드는 할부 결제가 불가합니다.",ORDER,0
71,Q[쿠팡 와우카드] 카드를 취소(해지)하려면 어떻게 해야 하나요?,"쿠팡 와우카드 해지 신청 및 관련 상담(연회비 환급 기준 등)은 KB국민카드 와우카드 전용 상담센터로 연락해 주시기 바랍니다.
 KB국민카드 와우카드 전용 상담센터 : ☎1644-6676 
일반 문의(카드 배송/해지 및 대금 청구/이용 한도 등 금융서비스 상담 등)
 ※ 쿠팡 와우카드 결제로 이미 적립된 쿠팡캐시는 카드를 해지하여도 기존과 동일하게 쿠팡캐시 유효기간(적립일부터 5년) 만료 시 소멸됩니다.
 쿠팡 와우카드 전담센터(쿠팡페이 고객센터) : ☎1670-9892 (365일 24시간 운영)",ORDER,0
72,Q[로켓배송] 재입고 알림은 어떻게 신청하나요?,품절 상태인 상품의 상품 페이지 내 [재입고 알림신청] 버튼을 클릭하면 신청이 완료됩니다. 이후 상품의 재고가 확보되면 앱 알림을 받을 수 있습니다.,ORDER,0
73,Q[쿠페이] 법인 계좌도 등록이 가능한가요?,아니요. 쿠페이에는 법인 계좌를 사용할 수 없습니다. 본인 명의의 개인 계좌를 등록하여 사용해 주시기 바랍니다.,ORDER,0
74,Q[쿠페이] 쿠페이 이용을 해지하고 싶어요.,"쿠페이 해지는 PC 웹사이트에서만 가능합니다. (모바일 앱에서는 불가) PC로 쿠팡 웹사이트에 접속한 후 아래의 경로를 통해 직접 쉽고 빠르게 해지할 수 있습니다.
 쿠페이 해지하기 (PC 웹사이트)
마이쿠팡 → 결제수단∙쿠페이 관리 → [쿠페이 이용해지] 클릭
 단 쿠페이 해지 후에는 일반 결제수단을 이용해야 하며 결제 시 관련 프로그램 설치 및 공인인증서 보안카드 OTP 기기가 필요할 수 있습니다.",ORDER,0
75,Q[쿠페이 계좌이체] 계좌 인증은 어떻게 하나요?,"계좌 인증은 다음의 방법으로 진행됩니다. 
 쿠페이 계좌 인증 절차
① 등록할 은행과 계좌번호 입력
② 필수 약관 확인 후 동의하기
③ 본인 계좌로 입금된 1원의 입금자명 확인하여 입력하기
④ ARS 인증 완료하기
※ 쿠페이 계좌가 정상적으로 등록되면 안내 알림을 수신할 수 있습니다.",ORDER,0
76,Q[할인쿠폰] 할인쿠폰은 어떻게 사용하나요?,할인쿠폰은 주문/결제 페이지에서 적용 가능한 할인쿠폰을 확인 후 사용할 수 있습니다. 할인쿠폰의 사용 조건은 각 쿠폰마다 상이합니다. [마이쿠팡 → 할인쿠폰] 메뉴에서 보유한 할인쿠폰 내역과 사용 조건을 확인할 수 있습니다.,ORDER,0
77,Q[결제수단] 쿠팡에서 사용할 수 있는 결제수단에는 어떤 것들이 있나요?,"쿠팡에서 사용할 수 있는 결제수단에는 신용/체크카드 계좌이체 휴대폰 무통장입금 쿠페이머니 쿠팡캐시가 있습니다.
 쿠페이 (Coupay)
쿠팡이 제공하는 쉽고 빠르고 안전한 결제 서비스입니다. 쿠페이에 은행 계좌 또는 카드 정보를 미리 등록하여 번거로운 공인인증서나 보안카드/OTP 기기 대신 고객님께서 설정한 비밀번호로 쉽고 빠르게 결제를 완료할 수 있습니다. 쿠페이에 등록된 계좌로 쿠페이 머니를 즉시 충전하거나 전용 충전 계좌를 발급받은 후 원하는 금액을 미리 충전하여 사용할 수 있습니다. 쿠페이 머니로 결제 시에는 결제 금액의 일정 부분을 쿠팡캐시로 적립해 드립니다.
 신용/체크카드
① 인터넷 안전결제(ISP) : 비씨 국민 우리카드 등으로 결제 시 카드번호를 입력하지 않고 카드사에서 제공하는 화면에서 안전결제(ISP) 비밀번호로만 결제하는 서비스입니다. (30만원 이상 결제 시 공인인증서 필요)
② 안심클릭 : 안전결제(ISP) 카드를 제외한 신한 삼성 현대카드 등으로 각 카드사의 안심클릭 페이지가 나타나면 안심클릭 별도의 비밀번호 또는 공인인증서를 통해 결제하는 서비스입니다. (30만원 이상 결제 시 공인인증서 필요)
 무통장 입금 (가상계좌)
쿠팡에서 발급하는 일회성 가상계좌로 결제금액을 입금하여 결제하는 방법입니다. 주문당 1개의 일회성 가상 계좌가 발급되며 주문금액과 동일한 금액으로만 입금할 수 있습니다.
 휴대폰 소액결제
정해진 휴대폰 소액결제 한도 내에서 본인인증 후 결제하는 방식으로 결제금액은 결제 월 다음 달에 휴대폰 요금에 합산되어 청구됩니다. 휴대폰 결제에 대한 한도는 개개인에 따라 다릅니다.
 쿠팡캐시 
상품 구매 시 현금처럼 사용할 수 있는 사이버 머니로 1 쿠팡캐시부터 사용할 수 있습니다. 신용카드 등의 다른 결제수단과도 함께 사용할 수 있습니다. (단 정기배송 구매 시에는 사용이 불가합니다.)",ORDER,0
78,Q[나중결제] 나중결제가 무엇인가요?,결제수단을 [나중결제]로 선택하여 결제하는 경우 다음 달 청구일(15일 / 단 15일이 주말 및 공휴일인 경우 다음 영업일)에 결제금액을 합산하여 지정된 출금계좌에서 결제금액이 자동이체 되는 방식의 결제 수단입니다. 지정된 출금계좌에서 결제되지 않을 경우 등록된 다른 결제 수단으로 결제될 수 있습니다.,ORDER,0
79,Q[나중결제] 나중결제를 가입하고 싶어요.,"나중결제 서비스는 현재 단계적으로 적용하고 있으며 이용 가능 대상자들을 점진적으로 확대하고 있습니다. 서비스 가입 가능 여부 및 이용 가능 금액 확인은 쿠팡 모바일 앱에서만 가능합니다. (PC 웹사이트에서는 확인 불가)
 나중결제 이용 가능 여부 확인하기
• 모바일 앱 [마이쿠팡 → 결제수단∙쿠페이 → 나중결제] 배너
• 위 경로에서 [나중결제] 배너가 보이지 않는다면 현재 나중결제 이용이 어려운 점 양해 부탁드립니다.",ORDER,0
80,Q[나중결제] 이용가능금액(이용한도)는 어디에서 확인할 수 있나요?,"모바일 앱 [마이쿠팡 → 결제수단∙쿠페이 → 나중결제 → 이용가능금액]에서 확인할 수 있습니다. (PC 웹사이트에서는 확인 불가) 
 단 해당 페이지에서 [나중결제] 배너가 보이지 않는다면 현재 나중결제 이용 대상이 아닌 점 양해 부탁드립니다.",ORDER,0
81,Q[나중결제] 나중결제 할부 서비스 중단 이후 이미 할부로 주문한 것들은 어떻게 되나요?,"서비스 중단일(2022년 10월 1일) 이전에 주문한 할부 주문 건에는 영향이 없으며 남아있는 회차별로 결제가 진행됩니다. 또한 아래의 경로에서 남은 금액의 즉시 결제도 가능합니다. 즉시 결제는 월별 결제 총액 또는 주문번호별(건별)로 가능합니다. 단 쿠팡 모바일 앱에서만 결제가 가능하니 이용에 참고 부탁드립니다. (PC 웹사이트에서는 이용 불가)
 나중결제 즉시 결제하기 (모바일 앱)
마이쿠팡 → 결제수단∙쿠페이 → 나중결제 금액 → 즉시결제",ORDER,0
82,Q[할인쿠폰] 할인쿠폰 이용가능 조건이 있나요?,네 할인쿠폰마다 최소 주문금액과 최대 할인금액이 정해져 있습니다. 최소 주문금액 이상을 주문해야 해당 쿠폰을 사용할 수 있으며 최대 할인금액 내에서 할인이 적용됩니다. [마이쿠팡 → 할인쿠폰] 메뉴에서 보유한 할인쿠폰 내역과 사용 조건을 확인할 수 있습니다.,ORDER,0
83,Q[신용카드] 다른 사람 명의의 카드로도 결제가 가능한가요?,"네 다른 사람 명의의 카드로도 결제가 가능합니다. 각 디바이스 별로 주문/결제페이지에서 다음과 같이 진행해 주세요. 
 모바일
• 결제수단 → 신용/체크카드 → 결제하기 → 카드정보 직접입력 → 다른 명의 카드 → 다른 명의 카드 결제
이미지로 확인하기 (클릭)
※ 단 BC/카카오뱅크/기타 증권사 카드는 모바일에서는 타인 명의 카드로 결제가 불가하니 PC를 이용해 주세요.
※ KB카드는 타인 명의 카드로 결제 시 KB Pay 버튼을 이용해 주세요. 
 PC
• 결제정보 → 결제방법 → 신용/체크카드 → [OOO님 명의 카드] 해제 후 결제하기 
이미지로 확인하기 (클릭)",ORDER,0
84,Q[쿠페이] 쿠페이에 가족 명의의 계좌나 휴대폰 등록이 가능한가요?,아니요. 쿠페이 등록과 계좌이체(충전) 등 결제수단 등록은 본인 명의의 계좌로만 가능합니다.,ORDER,0
85,Q[상품문의] 상품에 대해서 문의하려면 어떻게 해야 하나요?,"상품에 관한 정보는 해당 상품의 [상품상세] 페이지에 자세히 안내되어 있습니다. 이외에 추가적인 질문이 있는 경우 아래의 방법을 통해 문의하실 수 있습니다.
 상품 주문 전 문의하는 방법
• 상품 페이지 내 [상품문의] 부분으로 이동하여 [문의하기] 버튼을 클릭한 후 문의 글을 등록하시면 판매자가 확인 후에 답변을 드립니다.
• 전화 문의가 필요한 경우에는 상품 페이지 내 [배송/교환/반품/판매자 안내] 부분으로 이동하여 가장 하단에 표기되어 있는 [판매자 정보] 연락처를 확인한 후 판매자에게 직접 전화로 문의하실 수 있습니다.
 상품 주문 후 문의하는 방법
• 로켓배송 로켓프레시 로켓모바일 로켓직구 상품은 쿠팡 고객센터로 문의 부탁드리며 판매자 배송 상품은 아래의 경로를 통해 마이쿠팡에서 직접 판매자 연락처 확인 및 문의가 가능합니다.
• 마이쿠팡 → 주문목록 → 상품선택 → [‘판매자명’에 문의하기] 클릭",ORDER,0
86,Q[쿠페이 계좌이체] 등록된 은행계좌를 삭제하고 싶어요.,쿠페이에 등록한 계좌 삭제는 [마이쿠팡 → 결제수단∙쿠페이 → 결제수단 관리] 메뉴에 등록된 계좌를 선택하고 [삭제] 버튼을 누르면 됩니다.,ORDER,0
87,Q[쿠페이 신용카드] 여러 개의 신용카드를 등록할 수 있나요?,"네 쿠페이 결제수단에 신용카드는 총 13개까지 등록할 수 있습니다.
국내카드는 최대 10개 + 해외카드(일부 카드만 가능)는 최대 3개 = 총 13개
 단 쿠팡에 등록된 회원정보와 동일한 카드인 경우에만 등록이 가능합니다.",ORDER,0
88,Q[쿠페이 신용카드] 쿠페이에 카드 등록이 안 돼요.,쿠페이는 본인 명의의 카드만 등록 및 사용이 가능합니다. 쿠팡의 회원정보와 등록하려는 카드의 명의자 정보가 일치해야 합니다. 가족카드의 경우에도 본인 명의로 발급된 카드만 등록할 수 있습니다.,ORDER,0
89,Q[쿠페이 신용카드] 이미 등록한 카드라고 나옵니다.,기존에 등록된 카드가 삭제되지 않은 상태에서 다시 등록을 시도하면 이미 등록된 카드라는 알림을 받게 됩니다. 이미 등록된 카드를 먼저 확인한 후 다른 카드를 등록해 주시기 바랍니다. 만약 문제가 계속 해결되지 않는다면 쿠팡 고객센터(1577-7011)로 연락 주시기 바랍니다.,ORDER,0
90,Q[쿠페이 신용카드] 쿠페이 해지 시 카드는 자동으로 삭제되나요?,네 쿠페이 해지 시 등록된 카드는 자동으로 삭제됩니다.,ORDER,0
91,Q[고객확인제도] 자금세탁방지제도가 무엇인가요?,자금세탁방지제도란 국내 및 국제적으로 이루어지는 불법자금의 세탁을 적발 및 예방하기 위한 법적/제도적 장치로서 사법제도 금융제도 국제협력을 연계하는 종합관리시스템을 의미합니다.,ORDER,0
92,Q[고객확인제도] 고객확인제도는 필수로 이행해야 하나요?,"네 특정금융거래정보법 제5조의2에 따라 대상 고객은 고객확인제도를 이행하셔야 합니다. 고객확인제도 이행 대상 고객에게는 모바일 앱 푸시(알림) 팝업창 등을 통해서 이행을 요청 드리고 있습니다. 
 참고사항
• 고객 확인은 1회성이 아니며 추후에 동일한 고객님께 주기적으로 재이행이 요구될 수 있으며 정해진 기한 내에 고객 확인을 이행하셔야 합니다.",ORDER,0
93,Q[고객확인제도] 고객확인제도가 무엇인가요?,"고객확인제도란 금융거래가 자금세탁방지 등의 불법행위에 이용되는 것을 방지하기 위하여 금융회사 등이 고객과 거래 시 고객의 신원을 확인 및 검증하는 제도입니다.
 2019.07.01부터 개정 시행되는 전자금융업자의 고객확인 의무와 특정금융거래정보의 보고 및 이용 등에 관한 법률 제5조의 2에 따라 고객에 대한 신원확인이 필요합니다.
 신원확인을 위한 수집 정보
• 고객확인제도 대상자 : 고객 본인의 성명 국적 성별 생년월일 암호화된 동일인 식별정보(CI) 연락처 주소지 계좌정보 직업/업종
• 일부 고객의 경우 거래목적 자금원천 신분증 확인(진위여부) 추가 확인이 요구될 수 있습니다.
 가입 및 서비스 이용 등의 제한
다음과 같은 경우에는 가입 및 서비스 이용 등이 제한될 수 있습니다. 
• 제공한 정보에 허위 정보 정보(실명확인 주소 등) 누락 오타 등으로 인하여 검증이 불가능한 경우
• 정당한 사유 없이 고객의 정보 및 관련 자료 제출을 거부하는 경우",ORDER,0
94,Q[로켓직구] 건강식품은 몇 개까지 구매할 수 있나요?,건강기능식품은 최대 6병까지 구매 가능하며 면세 통관범위를 초과한 경우에는 세관에서 폐기될 수 있습니다.,ORDER,0
95,Q[로켓직구] 자가사용 인정기준이 어떻게 되나요?,"자가사용(자가소비 개인소비) 인정기준은 각 품목마다 상이합니다. 품목별 자세한 기준은 관세청 홈페이지(http://www.customs.go.kr)를 확인해 주시기 바랍니다. 
 면세 범위 내에서 상품을 구매했어도 자가사용 인정기준을 초과하면 구매 금액에 상관없이 관세와 부가세가 부과됩니다. 또한 특정 품목은 자가사용 인정기준 초과 분에 대해 폐기될 수 있습니다.",ORDER,0
96,Q[쿠페이] 쿠페이로 구매 후 취소/반품 신청했는데 쿠팡캐시로 환불이 가능할까요?,"쿠페이로 결제한 주문을 취소하거나 반품할 경우 환불은 결제 시 선택했던 결제수단으로만 환불됩니다. 이외 다른 결제수단으로는 환불이 불가합니다. 
 단 원래 결제수단으로 환불이 불가한 경우에는 등록된 환불계좌로 현금 환불이 진행되므로 환불계좌를 등록해 주시기 바랍니다. 쿠페이 회원이 환불계좌를 등록하지 않은 경우에는 쿠페이 머니로 환불됩니다. 
 환불계좌 등록하기
마이쿠팡 → MY쇼핑 → 취소/반품/교환/환불내역 → 무통장환불 → [입력하기]",ORDER,0
97,Q[쿠페이] 휴대폰 번호로 된 평생계좌는 사용할 수 없나요?,네 휴대폰 번호를 기반으로 한 평생계좌는 사용할 수 없습니다. CMA 증권 펀드 적금 계좌 본인 명의가 아닌 계좌 등도 사용할 수 없습니다. 본인 명의의 일반 은행 계좌를 사용해 주시기 바랍니다.,ORDER,0
98,Q[쿠페이] 결제한도가 있나요?,"쿠페이 계좌이체의 한도는 은행별로 다르며 신용카드는 1회 결제 한도가 없습니다.
또한 쿠페이 결제(간편결제) 이체/결제한도는 고객님 계좌의 이체한도 또는 카드 결제한도와는 무관합니다. 상세 내용은 아래와 같습니다. 
 쿠페이 계좌이체
• 농협/하나/토스/씨티은행 : 1일 최대 200만원 
• 카카오뱅크/국민/신한/기업은행 : 1회 최대 200만원 (1일 최대 한도 없음)
• 그 외 은행 : 없음
 쿠페이 신용카드 
• 1회 결제 한도 없음 
 쿠페이 머니
• 1회 최대 200만원까지 충전(계좌 미등록 시 최대 50만원) 및 사용이 가능합니다.",ORDER,0
99,Q[쿠페이] 결제 시 별도 수수료가 발생하나요?,"쿠페이 결제 자체에는 별도 수수료가 발생하지 않습니다. 
 단 일부 결제수단의 경우 카드사/금융사 정책에 따라 결제 시 수수료가 발생할 수 있습니다. (예 : 해외카드 결제 시 해외 결제 수수료 발생 등) 자세한 문의는 각 카드사 및 금융사로 문의해 주시기 바랍니다.",ORDER,0
100,Q[쿠페이] 결제 시 공인인증서가 필요한가요?,쿠페이 결제 시에는 공인인증서 및 보안카드/OTP기기가 필요 없습니다. 쿠페이는 미리 등록한 비밀번호를 입력하면 빠르게 결제가 완료됩니다.,ORDER,0
101,Q[쿠페이] 쿠페이 결제 비밀번호를 잊어버렸는데 어떻게 해야 하나요?,"쿠페이 결제 비밀번호를 잊어버린 경우 본인 인증 과정을 거쳐 비밀번호를 초기화하고 새로운 비밀번호를 설정해야 합니다. 아래의 경로를 따라 쿠페이 홈으로 이동하여 비밀번호 초기화를 진행해 주시기 바랍니다.
 쿠페이 결제 비밀번호 초기화하기
PC : 마이쿠팡 → 결제수단∙쿠페이 관리 → 비밀번호 초기화
모바일 : 마이쿠팡 → 결제수단∙쿠페이 → 결제 비밀번호∙보안 설정 → 비밀번호 초기화",ORDER,0
102,Q[비회원 주문] 가입하지 않고 주문할 수 있나요?,아니요. 쿠팡은 회원 가입을 해야만 주문이 가능합니다. 회원으로 가입하면 상품 구매가 가능하고 다양한 할인 이벤트와 할인 쿠폰 등을 경험할 수 있습니다.,ORDER,0
103,Q[주문] 전화로도 주문할 수 있나요?,아니요. 쿠팡은 전자상거래 업체로 PC 웹사이트와 모바일 앱으로 주문할 수 있습니다.,ORDER,0
104,Q[결제수단] 폰뱅킹으로 입금할 수 있나요?,"네 무통장입금을 결제수단으로 선택하면 폰뱅킹으로 결제(입금)가 가능합니다.
 유의사항
• 폰뱅킹을 이용하기 위해서는 해당 은행 폰뱅킹 서비스에 등록되어 있어야 합니다. 
• 폰뱅킹 입금 후 약 10~20분 뒤 입금 확인이 가능합니다.
• 입금 기한 내에 입금하지 않으면 주문은 자동으로 취소됩니다.",ORDER,0
105,Q[주문] 크롬 브라우저에서도 주문/결제가 가능한가요?,네 크롬 브라우저에서도 주문과 결제가 가능합니다.,ORDER,0
106,Q[결제수단] 문화상품권으로 결제할 수 있나요?,아니요. 문화상품권을 이용한 결제 서비스는 지원하지 않습니다.,ORDER,0
107,Q[결제수단] 결제방법에 실시간 계좌이체가 확인되지 않아요.,쿠팡에서 제공한 실시간 계좌이체 서비스는 2017년 1월 13일부로 종료되었습니다. [마이쿠팡 → 결제수단∙쿠페이]에서 계좌를 결제수단으로 등록하면 더 편리하게 이용할 수 있습니다.,ORDER,0
108,Q[무통장 입금] 무통장입금은 무엇이며 결제는 어떻게 하나요?,"무통장입금은 주문 시 발급받은 일회성 가상계좌로 결제금액을 입금하는 결제 방법으로 주문할 때마다 새로운 계좌번호가 발급됩니다. 주문 시 주문/결제페이지에서 다음의 경로를 선택하면 무통장입금으로 결제를 할 수 있습니다. 
 PC 웹사이트
① 결제방법에서 [무통장입금(가상계좌)] 클릭
② 입금은행 선택하기
③ 결제하기 클릭
 모바일 앱
① 결제수단 클릭
② 계좌이체/무통장입금 클릭
③ 입금은행 선택 후 선택완료 클릭
④ 결제하기 클릭
⑤ 하단 [무통장입급(가상계좌)으로 결제] 클릭
⑥ 팝업창에서 [무통장입금] 클릭
 단 입금은행 선택 시 일부 은행은 선택이 불가합니다. 
 결제 방법은 발급받은 가상계좌로 은행창구 ATM기기 계좌이체 폰뱅킹 인터넷뱅킹 등을 통해 입금하시면 됩니다. 입금자 이름과 상관없이 금액만 일치하면 정상적으로 입금 처리가 완료됩니다.
 무통장입금 가상계좌는 주문 완료 후 [주문완료] 페이지에서 확인이 가능하며 주문 시 입력한 휴대폰 번호로도 문자 메시지가 발송됩니다. 만약 가상계좌 정보를 분실했다면 [마이쿠팡 → 주문목록 → 상품선택 → 주문 상세보기]를 클릭한 후 계좌정보를 확인할 수 있습니다. (은행명 예금주 계좌번호 입금기한 입금 대기금액)
 무통장입금 결제 시 유의사항
• 주문 후 입금기한(24시간) 이내에 입금하지 않으면 주문은 자동으로 취소됩니다. 단 24시간 이내 판매가 종료되는 상품인 경우에는 판매 종료시간까지 입금하셔야 합니다.
• 일부 상품(여행 숙박 순금 등)은 무통장입금으로 구매가 불가할 수 있습니다.",ORDER,0
109,Q[무통장 입금] 무통장입금이 가능한 은행은 어떻게 되나요?,"무통장입금 결제가 가능한 은행은 다음과 같습니다.
 농협은행 국민은행 신한은행 우리은행 KEB하나은행 SC제일은행 기업은행 우체국 대구은행 부산은행 경남은행 광주은행 수협은행",ORDER,0
110,Q[무통장 입금] 무통장입금을 했는데 입금확인은 언제 되나요?,무통장입금(가상계좌)으로 입금한 경우 약 10분 이내로 입금 내역이 확인됩니다. 입금이 완료되면 고객님께 문자 메시지 또는 모바일 앱 알림이 발송됩니다. 입금 후 1시간 뒤에도 주문 내역에서 ‘입금대기중’ 상태가 지속되면 쿠팡 고객센터(1577-7011)로 연락 주시기 바랍니다.,ORDER,0
111,Q[무통장 입금] 무통장입금으로 주문했는데 다른 은행으로 변경할 수 있나요?,"주문완료 이후에는 다른 은행으로 변경할 수 없습니다.
다른 은행으로의 입금을 원하신다면 주문취소 후 다시 주문하여 주시기 바랍니다.",ORDER,0
112,Q[무통장 입금] 무통장입금은 주문 후 언제까지 입금해야 하나요?,"무통장입금은 주문완료 후 24시간 이내 입금해야 합니다.
입금기한 내 입금확인이 되지 않은 주문 건은 자동 취소됩니다.
※ 주문완료 후 24시간 이내 입금해야 하며 입금기한 내 입금확인이 되지 않은 주문은 자동 취소됩니다.  단 24시간 이내 판매가 종료되는 상품인 경우 판매종료시간까지 입금하셔야 합니다.
※ 반드시 주문금액과 동일한 금액으로 입금해 주시기 바랍니다.",ORDER,0
113,Q[무통장 입금] 무통장입금 시 일회성 계좌가 아닌 전용(고정)계좌를 발급받을 수는 없나요?,"고객님의 소중한 금융정보 보호를 위해 전용(고정)계좌가 아닌 일회성 가상계좌를 사용하고 있습니다.
무통장입금으로 주문하시면 주문번호 별로 일회성 가상계좌가 발급되며 해당 주문 건에만 사용 가능하므로 
전용(고정)계좌에 비해 해킹이나 정보유출의 위험성이 더 적어 안전합니다.",ORDER,0
114,Q[무통장 입금] 무통장입금할 때 거래불가라고 입금할 수가 없습니다.,"무통장입금 시 거래불가로 입금할 수 없다면 아래 항목을 확인하여 주시기 바랍니다.
 1. 쿠팡의 가상계좌는 일회성입니다.
입금을 시도하려는 주문의 가상계좌와 동일한지 확인해 주시기 바랍니다.
 2. 주문금액과 입금금액이 동일해야 합니다.
1개의 가상계좌로 여러 개의 주문금액을 입금하실 수 없으며 구매금액과 정확히 일치해야 입금이 가능합니다.
 3. 가상계좌의 입금기한은 주문완료 후 24시간 이내입니다.
입금기한이 경과되었는지 확인 바랍니다.
단 주문한 상품 중 판매종료 시간이 24시간 이내일 경우 입금기한은 해당 상품의 판매종료 시간입니다.
 4. ATM기기에서는 100원 단위 입금이 불가능합니다.
은행 창구 또는 통장 및 카드를 이용하여 가상계좌로 계좌이체를 해야 합니다.
 5. 은행별로 가상계좌로 입금이 불가능한 경우가 있습니다.
은행 창구 혹은 계좌이체를 이용해 주시기 바랍니다.",ORDER,0
115,Q[무통장 입금] 여러 개의 상품을 구매 후 무통장입금 계좌로 한꺼번에 입금해도 되나요?,"아니요. 여러 개의 상품을 각각 주문하여 여러 개의 주문번호가 생성되었다면 각 주문에 생성된 가상계좌로 무통장 입금을 해야 합니다. 주문별 가상계좌는 [마이쿠팡 → 주문목록 → 주문 상세보기]에서 [입금계좌]를 확인할 수 있습니다.
 하나의 가상계좌로 한꺼번에 입금을 원하시면 구매하려는 상품을 장바구니에 모두 담아 한 번에 주문해 주시기 바랍니다.",ORDER,0
